Standard & Poors 500 Index,Last: 3856.28,Change:  1.85,,,,,,,,,,,,,,,,,,,
"Date: July 12, 2022, 11:55 AM EDT",Bid: 3855.3701,Ask: 3857.1599,Size: 1*1,Volume: 0,,,,,,,,,,,,,,,,,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 05 2022,SPXW220805C04030000,23.82,-1.93,24.8,25.1,9,0.2094,0.2186,0.0014,82,4030,SPXW220805P04030000,205.16,0,195.6,198.3,0,0.2092,-0.7809,0.0014,17
Fri Aug 05 2022,SPXW220805C04035000,22.67,-1.88,23.6,23.9,3,0.2084,0.211,0.0014,10,4035,SPXW220805P04035000,0,0,199.5,202.3,0,0.2083,-0.7886,0.0014,0
Fri Aug 05 2022,SPXW220805C04040000,20.79,-2.56,22.4,22.7,3,0.2075,0.2034,0.0014,134,4040,SPXW220805P04040000,210.14,0,203.2,206.1,0,0.2074,-0.7962,0.0014,151
Fri Aug 05 2022,SPXW220805C04050000,18.85,-2.3,20.2,20.5,144,0.206,0.1886,0.0013,878,4050,SPXW220805P04050000,220.44,0,210.9,213.7,0,0.2056,-0.811,0.0013,32
Fri Aug 05 2022,SPXW220805C04060000,17.4,-1.75,18.1,18.4,10,0.2043,0.1744,0.0013,566,4060,SPXW220805P04060000,0,0,218.8,221.6,0,0.2044,-0.8251,0.0013,0
Fri Aug 05 2022,SPXW220805C04070000,18.42,1.17,16.2,16.5,2,0.2028,0.1609,0.0012,247,4070,SPXW220805P04070000,140.59,0,226.7,229.5,0,0.2029,-0.8387,0.0012,1
Fri Aug 05 2022,SPXW220805C04075000,14.7,-1.65,15.3,15.7,7,0.2022,0.1543,0.0012,81,4075,SPXW220805P04075000,191.45,0,231,233.9,0,0.202,-0.8452,0.0012,4
Fri Aug 05 2022,SPXW220805C04080000,13.45,-2.05,14.5,14.8,22,0.2015,0.148,0.0012,273,4080,SPXW220805P04080000,246.21,0,234.9,237.8,0,0.2013,-0.8516,0.0012,2
Fri Aug 05 2022,SPXW220805C04090000,12.89,-1.01,12.9,13.2,93,0.2001,0.1357,0.0011,1198,4090,SPXW220805P04090000,254.57,0,243.5,246.4,0,0.2001,-0.8639,0.0011,2
Fri Aug 05 2022,SPXW220805C04100000,11.8,-0.65,11.5,11.8,22,0.199,0.1241,0.001,1778,4100,SPXW220805P04100000,210.3,0,252,254.9,0,0.1986,-0.8754,0.001,1
Fri Aug 05 2022,SPXW220805C04110000,9.85,-1.3,10.2,10.5,2,0.1978,0.1133,0.001,241,4110,SPXW220805P04110000,0,0,260.7,263.7,0,0.1972,-0.8863,0.001,0
Fri Aug 05 2022,SPXW220805C04120000,10.3,0,9.1,9.3,0,0.1972,0.1031,0.0009,268,4120,SPXW220805P04120000,280.88,2.93,269.3,272.3,1,0.1963,-0.8965,0.0009,3
Fri Aug 05 2022,SPXW220805C04125000,9.27,-0.18,8.5,8.8,3,0.1966,0.0983,0.0009,652,4125,SPXW220805P04125000,285.32,2.87,273.7,276.7,1,0.1958,-0.9013,0.0009,5
Fri Aug 05 2022,SPXW220805C04130000,7.33,-1.57,8,8.3,2,0.1962,0.0936,0.0009,194,4130,SPXW220805P04130000,0,0,278.2,281.6,0,0.1954,-0.9059,0.0009,0
Fri Aug 05 2022,SPXW220805C04140000,7.63,-0.32,7.1,7.4,3,0.1953,0.0849,0.0008,130,4140,SPXW220805P04140000,390.81,0,287.2,290.3,0,0.1945,-0.9147,0.0008,6
Fri Aug 05 2022,SPXW220805C04150000,6.9,-0.2,6.3,6.5,4,0.1945,0.0768,0.0007,267,4150,SPXW220805P04150000,298.09,0,296.7,299.8,0,0.1941,-0.9228,0.0007,5
Fri Aug 05 2022,SPXW220805C04160000,5.93,-0.37,5.6,5.8,1,0.1941,0.0694,0.0007,669,4160,SPXW220805P04160000,0,0,305.6,308.7,0,0.1926,-0.9302,0.0007,0
Fri Aug 05 2022,SPXW220805C04170000,5,-0.6,4.9,5.1,35,0.1933,0.0626,0.0006,127,4170,SPXW220805P04170000,351.7,0,314.9,318,0,0.1922,-0.937,0.0006,11
Fri Aug 05 2022,SPXW220805C04175000,5.78,0,4.6,4.8,0,0.193,0.0595,0.0006,164,4175,SPXW220805P04175000,0,0,319.8,322.9,0,0.1924,-0.9401,0.0006,0
Fri Aug 05 2022,SPXW220805C04180000,5.4,0.4,4.3,4.5,4,0.1927,0.0564,0.0006,261,4180,SPXW220805P04180000,0,0,324.5,327.9,0,0.1916,-0.9431,0.0006,0
Fri Aug 05 2022,SPXW220805C04190000,3.86,-0.54,3.8,4,5,0.1924,0.0508,0.0005,202,4190,SPXW220805P04190000,293.83,0,334.1,337.3,0,0.191,-0.9487,0.0005,22
Fri Aug 05 2022,SPXW220805C04200000,3.2,-0.7,3.3,3.6,1,0.1927,0.0458,0.0005,283,4200,SPXW220805P04200000,315.12,0,343.3,346.5,0,0.1913,-0.9538,0.0005,17
Fri Aug 05 2022,SPXW220805C04210000,3.42,0,3,3.2,0,0.1926,0.0412,0.0005,262,4210,SPXW220805P04210000,0,0,352.9,356.1,0,0.1907,-0.9584,0.0005,0
Fri Aug 05 2022,SPXW220805C04220000,2.62,-0.48,2.65,2.75,1,0.1923,0.0371,0.0004,121,4220,SPXW220805P04220000,519.35,0,362.5,365.7,0,0.1907,-0.9625,0.0004,12
Fri Aug 05 2022,SPXW220805C04225000,3.1,0.175,2.45,2.6,1,0.1918,0.0352,0.0004,99,4225,SPXW220805P04225000,0,0,367.6,370.9,0,0.1908,-0.9644,0.0004,0
Fri Aug 05 2022,SPXW220805C04230000,2.18,-0.595,2.3,2.45,3,0.1918,0.0334,0.0004,151,4230,SPXW220805P04230000,457.25,0,372.2,375.4,0,0.1902,-0.9662,0.0004,5
Fri Aug 05 2022,SPXW220805C04240000,1.88,-0.595,2.05,2.2,5,0.1922,0.0301,0.0004,136,4240,SPXW220805P04240000,352.65,0,381.9,385.1,0,0.1906,-0.9695,0.0004,18
Fri Aug 05 2022,SPXW220805C04250000,1.97,-0.205,1.8,1.95,5,0.1922,0.0272,0.0003,226,4250,SPXW220805P04250000,395.11,0,392,395.3,0,0.1916,-0.9724,0.0003,25
Fri Aug 05 2022,SPXW220805C04260000,1.72,-0.23,1.6,1.75,2,0.1926,0.0245,0.0003,215,4260,SPXW220805P04260000,404.79,0,401.8,405.1,0,0.1913,-0.9751,0.0003,25
Fri Aug 05 2022,SPXW220805C04275000,1.32,-0.33,1.35,1.45,1,0.193,0.021,0.0003,257,4275,SPXW220805P04275000,436.43,0,416.5,419.8,0,0.1914,-0.9785,0.0003,2
Fri Aug 05 2022,SPXW220805C04300000,1,-0.25,1,1.1,6,0.194,0.0164,0.0002,491,4300,SPXW220805P04300000,401.29,0,441.1,444.4,0,0.1917,-0.9832,0.0002,2
Fri Aug 05 2022,SPXW220805C04350000,0.6,-0.125,0.55,0.65,3,0.1969,0.0102,0.0001,0,4350,SPXW220805P04350000,0,0,488.7,495.6,0,0.1982,-0.9894,0.0001,0
Fri Aug 05 2022,SPXW220805C04400000,0.35,-0.1,0.3,0.4,2,0.2003,0.0064,0.0001,606,4400,SPXW220805P04400000,494.69,0,538.3,545,0,0.1896,-0.9931,0.0001,1
Fri Aug 05 2022,SPXW220805C04425000,0.85,0,0.25,0.35,0,0.2045,0.0052,0.0001,3,4425,SPXW220805P04425000,0,0,563.2,569.9,0,0.19,-0.9944,0.0001,0
Fri Aug 05 2022,SPXW220805C04450000,0.65,0,0.2,0.3,0,0.2081,0.0042,0.0001,83,4450,SPXW220805P04450000,0,0,588.1,594.8,0,0.1869,-0.9954,0.0001,0
Fri Aug 05 2022,SPXW220805C04475000,0.2,-0.05,0.15,0.25,6,0.2107,0.0034,0,12,4475,SPXW220805P04475000,0,0,613.7,620.5,0,0.2438,-0.9962,0,0
Fri Aug 05 2022,SPXW220805C04500000,0.23,0,0.15,0.25,0,0.2176,0.0028,0,1231,4500,SPXW220805P04500000,0,0,638.7,644.7,0,0.2338,-0.9968,0,0
Fri Aug 05 2022,SPXW220805C04600000,0.3,0,0.05,0.15,0,0.2305,0.0015,0,194,4600,SPXW220805P04600000,0,0,738.4,744.6,0,0.259,-0.9981,0,0
Fri Aug 05 2022,SPXW220805C04800000,0.1,0,0,0.1,0,0.2653,0.0006,0,43,4800,SPXW220805P04800000,0,0,938,945.1,0,0.3375,-0.999,0,0
Fri Aug 05 2022,SPXW220805C05000000,0.05,0,0,0.1,0,0.3104,0.0003,0,54,5000,SPXW220805P05000000,0,0,1137.6,1144.9,0,0.3916,-0.9993,0,0
Fri Aug 05 2022,SPXW220805C05200000,0.1,0,0,0.05,0,0.3367,0.0002,0,902,5200,SPXW220805P05200000,0,0,1334.3,1347,0,0.475,-0.9994,0,0
Fri Aug 05 2022,SPXW220805C05400000,0,0,0,0.05,0,0.3758,0.0001,0,0,5400,SPXW220805P05400000,0,0,1533.7,1546.5,0,0.3986,-0.9995,0,0
Fri Aug 05 2022,SPXW220805C05600000,0,0,0,0.05,0,0.4132,0.0001,0,0,5600,SPXW220805P05600000,0,0,1733.4,1746.2,0,0.4323,-0.9995,0,0
Mon Aug 08 2022,SPXW220808C01000000,0,0,2844.5,2860.8,0,0,0.9994,0,0,1000,SPXW220808P01000000,0,0,0,0.05,0,1.375,-0.0001,0,0
Mon Aug 08 2022,SPXW220808C01200000,0,0,2647.7,2660.5,0,1.5099,0.9994,0,0,1200,SPXW220808P01200000,0,0,0,0.05,0,1.193,-0.0001,0,0
Mon Aug 08 2022,SPXW220808C01400000,0,0,2445.1,2461.4,0,0,0.9993,0,0,1400,SPXW220808P01400000,0,0,0,0.05,0,1.0395,-0.0002,0,0
Mon Aug 08 2022,SPXW220808C01600000,0,0,2248.3,2261.1,0,1.1695,0.9992,0,0,1600,SPXW220808P01600000,0,0,0,0.1,0,0.949,-0.0003,0,0
Mon Aug 08 2022,SPXW220808C01800000,0,0,2045.6,2062.1,0,0,0.999,0,0,1800,SPXW220808P01800000,0,0,0,0.1,0,0.8267,-0.0005,0,0
Mon Aug 08 2022,SPXW220808C02000000,0,0,1849,1861.8,0,0.865,0.9986,0,0,2000,SPXW220808P02000000,0,0,0.1,0.2,0,0.7786,-0.0008,0,0
Mon Aug 08 2022,SPXW220808C02200000,0,0,1649.4,1662.2,0,0.7753,0.9982,0,0,2200,SPXW220808P02200000,0.2,0,0.15,0.3,0,0.6947,-0.0013,0,1
Mon Aug 08 2022,SPXW220808C02400000,0,0,1446.5,1463.2,0,0,0.9973,0,0,2400,SPXW220808P02400000,0.35,0,0.3,0.45,0,0.6217,-0.0021,0,25
Mon Aug 08 2022,SPXW220808C02600000,0,0,1250.4,1263.1,0,0.5715,0.9959,0,0,2600,SPXW220808P02600000,0.6,-0.05,0.55,0.65,3,0.5493,-0.0036,0,3
Mon Aug 08 2022,SPXW220808C02800000,0,0,1052.9,1060.4,0,0.4446,0.9932,0,0,2800,SPXW220808P02800000,1.1,-0.025,1,1.1,1,0.4836,-0.0063,0,1087
Mon Aug 08 2022,SPXW220808C03000000,0,0,857.4,860.6,0,0.4333,0.9876,0.0001,0,3000,SPXW220808P03000000,1.7,-0.275,1.85,1.95,15,0.4201,-0.0119,0.0001,47
Mon Aug 08 2022,SPXW220808C03100000,0,0,757.8,761,0,0.3965,0.9825,0.0001,0,3100,SPXW220808P03100000,2.66,0,2.5,2.65,0,0.3884,-0.017,0.0001,25
Mon Aug 08 2022,SPXW220808C03150000,0,0,708.7,711.9,0,0.3793,0.9789,0.0001,0,3150,SPXW220808P03150000,3.26,0,2.95,3.2,0,0.3739,-0.0206,0.0001,62
Mon Aug 08 2022,SPXW220808C03200000,0,0,658.9,662.2,0,0.3625,0.9742,0.0002,0,3200,SPXW220808P03200000,3.27,0,3.5,3.8,0,0.3587,-0.0252,0.0002,1
Mon Aug 08 2022,SPXW220808C03250000,0,0,610.2,613.4,0,0.349,0.9682,0.0002,0,3250,SPXW220808P03250000,4.8,0,4.3,4.6,0,0.345,-0.0313,0.0002,3
Mon Aug 08 2022,SPXW220808C03300000,615.82,0,561.4,564.6,0,0.3355,0.9602,0.0002,6,3300,SPXW220808P03300000,6,0,5.4,5.7,0,0.3324,-0.0393,0.0002,18
Mon Aug 08 2022,SPXW220808C03350000,0,0,512.7,516,0,0.3236,0.9495,0.0003,0,3350,SPXW220808P03350000,7.8,0,6.9,7.2,0,0.3209,-0.0499,0.0003,306
Mon Aug 08 2022,SPXW220808C03400000,476.36,0,465.1,468.2,0,0.3135,0.9354,0.0004,5,3400,SPXW220808P03400000,8.97,-1.13,9,9.3,11,0.3108,-0.0641,0.0004,155
Mon Aug 08 2022,SPXW220808C03450000,0,0,418,421.2,0,0.3045,0.9167,0.0005,0,3450,SPXW220808P03450000,12.2,-1.2,12,12.3,27,0.3025,-0.0827,0.0005,100
Mon Aug 08 2022,SPXW220808C03500000,397.58,0,372.5,375.4,0,0.2965,0.8927,0.0006,9,3500,SPXW220808P03500000,17.8,0,16,16.3,0,0.2944,-0.1068,0.0006,19
Mon Aug 08 2022,SPXW220808C03550000,334.89,0,327.9,330.8,0,0.2892,0.8624,0.0007,4,3550,SPXW220808P03550000,23.6,0,21.3,21.6,0,0.2872,-0.1371,0.0007,39
Mon Aug 08 2022,SPXW220808C03575000,0,0,306.2,309.1,0,0.2854,0.8446,0.0008,0,3575,SPXW220808P03575000,0,0,24.4,24.9,0,0.2838,-0.1548,0.0008,0
Mon Aug 08 2022,SPXW220808C03600000,313.4,0,285,287.7,0,0.2818,0.8251,0.0009,7,3600,SPXW220808P03600000,29.73,-1.17,28.2,28.6,20,0.2806,-0.1744,0.0009,143
Mon Aug 08 2022,SPXW220808C03620000,0,0,267.9,270.8,0,0.2789,0.8081,0.0009,0,3620,SPXW220808P03620000,0,0,31.4,31.8,0,0.2776,-0.1913,0.0009,0
Mon Aug 08 2022,SPXW220808C03625000,0,0,264,266.7,0,0.2781,0.8037,0.0009,0,3625,SPXW220808P03625000,0,0,32.2,32.8,0,0.2768,-0.1958,0.0009,0
Mon Aug 08 2022,SPXW220808C03630000,0,0,259.9,262.6,0,0.2774,0.7992,0.001,0,3630,SPXW220808P03630000,34.25,34.25,33.1,33.6,3,0.2762,-0.2003,0.001,0
Mon Aug 08 2022,SPXW220808C03640000,0,0,251.9,254.6,0,0.2762,0.79,0.001,0,3640,SPXW220808P03640000,38.17,38.17,35,35.5,4,0.2748,-0.2095,0.001,0
Mon Aug 08 2022,SPXW220808C03650000,0,0,243.8,246.5,0,0.2744,0.7804,0.001,0,3650,SPXW220808P03650000,42.1,2,37,37.4,14,0.2736,-0.219,0.001,200
Mon Aug 08 2022,SPXW220808C03660000,0,0,235.5,238.2,0,0.2729,0.7706,0.001,0,3660,SPXW220808P03660000,0,0,38.9,39.4,0,0.272,-0.2289,0.001,0
Mon Aug 08 2022,SPXW220808C03670000,0,0,227.6,230.3,0,0.2714,0.7604,0.0011,0,3670,SPXW220808P03670000,0,0,41,41.5,0,0.2705,-0.239,0.0011,0
Mon Aug 08 2022,SPXW220808C03675000,225.16,0,224,226.7,0,0.2707,0.7552,0.0011,5,3675,SPXW220808P03675000,46.1,0.6,42.1,42.6,3,0.2696,-0.2442,0.0011,11
Mon Aug 08 2022,SPXW220808C03680000,0,0,219.8,222.5,0,0.2699,0.75,0.0011,0,3680,SPXW220808P03680000,0,0,43.2,43.7,0,0.2689,-0.2495,0.0011,0
Mon Aug 08 2022,SPXW220808C03690000,0,0,212.4,215,0,0.2684,0.7392,0.0012,0,3690,SPXW220808P03690000,0,0,45.4,46,0,0.2675,-0.2602,0.0012,0
Mon Aug 08 2022,SPXW220808C03700000,209.08,0,204.7,207.2,0,0.2668,0.7282,0.0012,28,3700,SPXW220808P03700000,46.15,0,47.8,48.3,0,0.2659,-0.2713,0.0012,169
Mon Aug 08 2022,SPXW220808C03705000,0,0,200.9,203.4,0,0.266,0.7225,0.0012,0,3705,SPXW220808P03705000,0,0,49,49.6,0,0.2651,-0.277,0.0012,0
Mon Aug 08 2022,SPXW220808C03710000,0,0,197.3,199.8,0,0.2653,0.7168,0.0012,0,3710,SPXW220808P03710000,0,0,50.2,50.8,0,0.2643,-0.2827,0.0012,0
Mon Aug 08 2022,SPXW220808C03715000,0,0,193.4,195.9,0,0.2643,0.711,0.0012,0,3715,SPXW220808P03715000,0,0,51.5,52.1,0,0.2635,-0.2885,0.0012,0
Mon Aug 08 2022,SPXW220808C03720000,0,0,189.7,192.2,0,0.2635,0.7051,0.0012,0,3720,SPXW220808P03720000,0,0,52.7,53.4,0,0.2628,-0.2944,0.0012,0
Mon Aug 08 2022,SPXW220808C03725000,0,0,186,188.5,0,0.2626,0.6991,0.0013,0,3725,SPXW220808P03725000,0,0,54.1,54.7,0,0.2619,-0.3003,0.0013,0
Mon Aug 08 2022,SPXW220808C03730000,0,0,182.5,185,0,0.262,0.6931,0.0013,0,3730,SPXW220808P03730000,0,0,55.4,56,0,0.2612,-0.3064,0.0013,0
Mon Aug 08 2022,SPXW220808C03735000,0,0,178.8,181.2,0,0.261,0.687,0.0013,0,3735,SPXW220808P03735000,0,0,56.8,57.4,0,0.2603,-0.3125,0.0013,0
Mon Aug 08 2022,SPXW220808C03740000,0,0,175.6,176.4,0,0.2593,0.6808,0.0013,0,3740,SPXW220808P03740000,0,0,58.1,58.8,0,0.2594,-0.3187,0.0013,0
Mon Aug 08 2022,SPXW220808C03745000,0,0,172,173,0,0.2584,0.6745,0.0013,0,3745,SPXW220808P03745000,0,0,59.6,60.2,0,0.2586,-0.325,0.0013,0
Mon Aug 08 2022,SPXW220808C03750000,169.68,0,168.4,169.2,0,0.2577,0.6682,0.0013,5,3750,SPXW220808P03750000,60,-5.25,61,61.6,7,0.2579,-0.3313,0.0013,160
Mon Aug 08 2022,SPXW220808C03755000,0,0,165,165.9,0,0.2566,0.6617,0.0013,0,3755,SPXW220808P03755000,0,0,62.5,63.1,0,0.257,-0.3377,0.0013,0
Mon Aug 08 2022,SPXW220808C03760000,0,0,161.5,162.2,0,0.2558,0.6552,0.0014,0,3760,SPXW220808P03760000,0,0,64,64.6,0,0.2561,-0.3442,0.0014,10
Mon Aug 08 2022,SPXW220808C03765000,0,0,157.9,158.7,0,0.2551,0.6486,0.0014,0,3765,SPXW220808P03765000,0,0,65.5,66.1,0,0.2553,-0.3508,0.0014,0
Mon Aug 08 2022,SPXW220808C03770000,0,0,154.5,155.4,0,0.254,0.642,0.0014,0,3770,SPXW220808P03770000,0,0,67,67.7,0,0.2543,-0.3575,0.0014,0
Mon Aug 08 2022,SPXW220808C03775000,0,0,151.1,152.1,0,0.2532,0.6353,0.0014,0,3775,SPXW220808P03775000,74.09,0,68.6,69.2,0,0.2535,-0.3642,0.0014,10
Mon Aug 08 2022,SPXW220808C03780000,0,0,147.6,148.8,0,0.2522,0.6285,0.0014,0,3780,SPXW220808P03780000,75.2,0,70.2,70.9,0,0.2525,-0.371,0.0014,1
Mon Aug 08 2022,SPXW220808C03785000,0,0,144.4,145.2,0,0.2515,0.6216,0.0014,0,3785,SPXW220808P03785000,0,0,71.9,72.5,0,0.2517,-0.3779,0.0014,0
Mon Aug 08 2022,SPXW220808C03790000,133.44,-6.41,141,142.2,2,0.2506,0.6146,0.0014,0,3790,SPXW220808P03790000,0,0,73.5,74.2,0,0.2507,-0.3848,0.0014,0
Mon Aug 08 2022,SPXW220808C03795000,0,0,137.7,138.5,0,0.2497,0.6076,0.0014,0,3795,SPXW220808P03795000,0,0,75.2,75.8,0,0.2498,-0.3919,0.0014,0
Mon Aug 08 2022,SPXW220808C03800000,139.13,0,134.5,135.3,0,0.2487,0.6005,0.0015,13,3800,SPXW220808P03800000,79.69,-2.06,77,77.6,10,0.2489,-0.399,0.0015,17
Mon Aug 08 2022,SPXW220808C03805000,0,0,131.2,132,0,0.2478,0.5933,0.0015,0,3805,SPXW220808P03805000,0,0,78.7,79.3,0,0.2479,-0.4062,0.0015,0
Mon Aug 08 2022,SPXW220808C03810000,0,0,128.1,129,0,0.2469,0.586,0.0015,0,3810,SPXW220808P03810000,68.39,0,80.5,81.1,0,0.247,-0.4134,0.0015,2
Mon Aug 08 2022,SPXW220808C03815000,0,0,124.9,125.7,0,0.2458,0.5787,0.0015,0,3815,SPXW220808P03815000,0,0,82.3,82.9,0,0.246,-0.4208,0.0015,0
Mon Aug 08 2022,SPXW220808C03820000,0,0,122,122.5,0,0.2451,0.5713,0.0015,0,3820,SPXW220808P03820000,88.3,0,84.1,84.8,0,0.245,-0.4282,0.0015,3
Mon Aug 08 2022,SPXW220808C03825000,0,0,118.9,119.4,0,0.244,0.5638,0.0015,0,3825,SPXW220808P03825000,89.6,0,86,86.6,0,0.2441,-0.4356,0.0015,103
Mon Aug 08 2022,SPXW220808C03830000,119.03,0,115.8,116.4,0,0.2431,0.5563,0.0015,22,3830,SPXW220808P03830000,92.31,0,88,88.6,0,0.2431,-0.4432,0.0015,1
Mon Aug 08 2022,SPXW220808C03835000,0,0,112.8,113.3,0,0.2421,0.5486,0.0016,0,3835,SPXW220808P03835000,0,0,89.8,90.5,0,0.2421,-0.4508,0.0016,0
Mon Aug 08 2022,SPXW220808C03840000,0,0,109.8,110.3,0,0.2411,0.541,0.0016,0,3840,SPXW220808P03840000,100.9,3.7,91.9,92.5,8,0.2411,-0.4585,0.0016,1
Mon Aug 08 2022,SPXW220808C03845000,0,0,106.8,107.4,0,0.2401,0.5332,0.0016,0,3845,SPXW220808P03845000,0,0,93.8,94.5,0,0.2401,-0.4663,0.0016,0
Mon Aug 08 2022,SPXW220808C03850000,107.18,0,103.9,104.4,0,0.2391,0.5254,0.0016,2,3850,SPXW220808P03850000,99.7,0,96,96.6,0,0.2392,-0.4741,0.0016,103
Mon Aug 08 2022,SPXW220808C03855000,0,0,101,101.5,0,0.2381,0.5175,0.0016,0,3855,SPXW220808P03855000,104.9,104.9,98.1,98.8,4,0.2382,-0.482,0.0016,0
Mon Aug 08 2022,SPXW220808C03860000,99.04,0,98.1,98.7,0,0.2371,0.5095,0.0016,2,3860,SPXW220808P03860000,104.1,-1.6,100.2,100.8,8,0.2371,-0.49,0.0016,28
Mon Aug 08 2022,SPXW220808C03865000,0,0,95.3,95.8,0,0.236,0.5015,0.0016,0,3865,SPXW220808P03865000,0,0,102.4,103,0,0.236,-0.498,0.0016,0
Mon Aug 08 2022,SPXW220808C03870000,0,0,92.4,93,0,0.2349,0.4934,0.0016,0,3870,SPXW220808P03870000,111.31,0,104.6,105.2,0,0.235,-0.506,0.0016,21
Mon Aug 08 2022,SPXW220808C03875000,93.01,0,89.7,90.2,0,0.2339,0.4853,0.0016,2,3875,SPXW220808P03875000,107.9,-4.6,106.7,107.4,8,0.2339,-0.5142,0.0016,3
Mon Aug 08 2022,SPXW220808C03880000,115.35,0,87,87.5,0,0.2329,0.4771,0.0016,1,3880,SPXW220808P03880000,110.1,-4.8,109.1,109.7,8,0.2329,-0.5224,0.0016,0
Mon Aug 08 2022,SPXW220808C03885000,0,0,84.3,84.8,0,0.2318,0.4688,0.0016,0,3885,SPXW220808P03885000,0,0,111.3,112,0,0.232,-0.5306,0.0016,0
Mon Aug 08 2022,SPXW220808C03890000,0,0,81.7,82.2,0,0.2308,0.4605,0.0016,0,3890,SPXW220808P03890000,112.8,0,113.7,114.5,0,0.231,-0.539,0.0016,10
Mon Aug 08 2022,SPXW220808C03895000,0,0,79.1,79.6,0,0.2297,0.4522,0.0016,0,3895,SPXW220808P03895000,116.6,116.6,116.1,116.9,15,0.23,-0.5473,0.0016,0
Mon Aug 08 2022,SPXW220808C03900000,79.68,0,76.6,77.1,0,0.2288,0.4438,0.0016,66,3900,SPXW220808P03900000,122.6,0,118.4,119.4,0,0.2288,-0.5557,0.0016,23
Mon Aug 08 2022,SPXW220808C03905000,0,0,74.1,74.6,0,0.2276,0.4353,0.0016,0,3905,SPXW220808P03905000,0,0,121,121.7,0,0.2278,-0.5641,0.0016,0
Mon Aug 08 2022,SPXW220808C03910000,106.59,0,71.6,72.1,0,0.2266,0.4268,0.0016,1,3910,SPXW220808P03910000,119.3,-10.5,123.6,124.4,9,0.2267,-0.5726,0.0016,6
Mon Aug 08 2022,SPXW220808C03915000,0,0,69.2,69.7,0,0.2256,0.4183,0.0016,0,3915,SPXW220808P03915000,0,0,126,127,0,0.2257,-0.5811,0.0016,0
Mon Aug 08 2022,SPXW220808C03920000,77.23,0,66.8,67.4,0,0.2245,0.4098,0.0016,1,3920,SPXW220808P03920000,0,0,128.8,129.6,0,0.2246,-0.5897,0.0016,0
Mon Aug 08 2022,SPXW220808C03925000,64.33,-0.32,64.5,65,1,0.2235,0.4012,0.0016,9,3925,SPXW220808P03925000,110.83,0,131.5,132.2,0,0.2236,-0.5982,0.0016,21
Mon Aug 08 2022,SPXW220808C03930000,62.08,-0.37,62.2,62.9,1,0.2224,0.3926,0.0016,699,3930,SPXW220808P03930000,0,0,134,135,0,0.2226,-0.6068,0.0016,0
Mon Aug 08 2022,SPXW220808C03940000,57.4,-0.75,57.8,58.3,3,0.2204,0.3754,0.0016,0,3940,SPXW220808P03940000,115.1,0,139.5,140.4,0,0.2206,-0.624,0.0016,16
Mon Aug 08 2022,SPXW220808C03950000,58.9,4.85,53.5,54.1,7,0.2184,0.3582,0.0016,165,3950,SPXW220808P03950000,149.65,-2.45,145.5,146.3,5,0.2185,-0.6413,0.0016,6
Mon Aug 08 2022,SPXW220808C03960000,49.2,-0.85,49.5,50,3,0.2163,0.341,0.0016,23,3960,SPXW220808P03960000,159.43,0,151.2,152.4,0,0.2166,-0.6585,0.0016,18
Mon Aug 08 2022,SPXW220808C03970000,0,0,45.6,46.2,0,0.2144,0.3239,0.0016,0,3970,SPXW220808P03970000,161.12,0,156.3,158.7,0,0.2137,-0.6756,0.0016,1
Mon Aug 08 2022,SPXW220808C03975000,48.48,0,43.7,44.3,0,0.2133,0.3154,0.0016,7,3975,SPXW220808P03975000,131.6,0,159.4,162.1,0,0.2127,-0.6841,0.0016,25
Mon Aug 08 2022,SPXW220808C03980000,44.1,1.35,42,42.5,9,0.2123,0.3069,0.0016,16,3980,SPXW220808P03980000,167.2,0,162.6,165.3,0,0.2118,-0.6926,0.0016,9
Mon Aug 08 2022,SPXW220808C04000000,33.72,-2.38,35.2,35.7,3,0.2085,0.2735,0.0015,459,4000,SPXW220808P04000000,163.4,0,175.7,178.3,0,0.2077,-0.726,0.0015,40
Mon Aug 08 2022,SPXW220808C04050000,20.5,-2.35,21.7,22.2,9,0.1998,0.1959,0.0013,127,4050,SPXW220808P04050000,204.29,0,212.2,215,0,0.1992,-0.8035,0.0013,50
Mon Aug 08 2022,SPXW220808C04100000,13.2,-0.55,12.6,13,61,0.1932,0.1311,0.001,179,4100,SPXW220808P04100000,0,0,252.9,255.8,0,0.1922,-0.8683,0.001,0
Mon Aug 08 2022,SPXW220808C04200000,4.9,0.45,3.8,4,45,0.1856,0.0496,0.0005,44,4200,SPXW220808P04200000,0,0,343.5,346.7,0,0.1847,-0.9499,0.0005,0
Mon Aug 08 2022,SPXW220808C04300000,1.5,0,1.15,1.3,0,0.187,0.0179,0.0002,11,4300,SPXW220808P04300000,448.35,0,441,444.3,0,0.1834,-0.9815,0.0002,2
Mon Aug 08 2022,SPXW220808C04400000,0.7,0,0.4,0.5,0,0.1943,0.0071,0.0001,5,4400,SPXW220808P04400000,0,0,538.9,545.1,0,0.2076,-0.9923,0.0001,0
Mon Aug 08 2022,SPXW220808C04600000,0.15,0,0.05,0.2,0,0.2214,0.0016,0,1,4600,SPXW220808P04600000,686.48,0,738.2,745.4,0,0.2723,-0.9978,0,1
